ordre;CD_REF;CD_NOM;NOM_CITE;AUTEUR;NOMS_COMMUNS;POPULATION;RANG;FAMILLE;ENDEMISME;COMMENTAIRE;STATUT;CRITERES;TENDANCE;VERSION;STATUT_I;STATUT_EU;ANNEEEVAL;NOM_LISTE;GROUPE_GRAND_PUBLIC;
"40";"68315";"68315";"Lepidion lepidion (Risso, 1810)";"(Risso, 1810)";"";"";"ES";"Moridae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2014";"Liste rouge européenne des espèces menacées";"Poissons";
"40";"105607";"105607";"Lepidium campestre (L.) W.T.Aiton";"(L.) W.T.Aiton, 1812";"";"";"ES";"Brassicaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"105628";"105628";"Lepidium graminifolium L.";"L., 1759";"";"";"ES";"Brassicaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"105630";"105630";"Lepidium heterophyllum Benth.";"Benth., 1826";"";"";"ES";"Brassicaceae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"105631";"105631";"Lepidium hirtum (L.) Sm.";"(L.) Sm., 1818";"";"";"ES";"Brassicaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"105641";"105641";"Lepidium latifolium L.";"L., 1753";"";"";"ES";"Brassicaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"105658";"105658";"Lepidium perfoliatum L.";"L., 1753";"";"";"ES";"Brassicaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"105671";"105671";"Lepidium ruderale L.";"L., 1753";"";"";"ES";"Brassicaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"105671";"105682";"Lepidium subulatum L.";"Lapeyr., 1818";"";"";"ES";"Brassicaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"105687";"105687";"Lepidium villarsii Gren. & Godr.";"Gren. & Godr., 1847";"";"";"ES";"Brassicaceae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"70367";"70367";"Lepidopus caudatus (Euphrasen, 1788)";"(Euphrasen, 1788)";"";"";"ES";"Trichiuridae";"";"";"LC";"";"";"2023.1";"DD";"LC";"2015";"Liste rouge européenne des espèces menacées";"Poissons";
"40";"70510";"70510";"Lepidorhombus boscii (Risso, 1810)";"(Risso, 1810)";"";"";"ES";"Scophthalmidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2015";"Liste rouge européenne des espèces menacées";"Poissons";
"40";"70511";"70511";"Lepidorhombus whiffiagonis (Walbaum, 1792)";"(Walbaum, 1792)";"";"";"ES";"Scophthalmidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2015";"Liste rouge européenne des espèces menacées";"Poissons";
"40";"69156";"69156";"Lepidotrigla cavillone (Lacepède, 1801)";"(Lacepède, 1801)";"";"";"ES";"Triglidae";"";"";"LC";"";"";"2023.1";"";"LC";"2015";"Liste rouge européenne des espèces menacées";"Poissons";
"40";"69159";"69159";"Lepidotrigla dieuzeidei Blanc & Hureau, 1973";"Blanc & Hureau, 1973";"";"";"ES";"Triglidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2015";"Liste rouge européenne des espèces menacées";"Poissons";
"40";"6621";"6621";"Lepidozia cupressina (Sw.) Lindenb.";"(Sw.) Lindenb., 1845";"";"";"ES";"Lepidoziaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"6623";"6623";"Lepidozia reptans (L.) Dumort.";"(L.) Dumort., 1835";"";"";"ES";"Lepidoziaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"849137";"849137";"Leptagonus decagonus (Bloch & Schneider, 1801)";"(Bloch & Schneider, 1801)";"";"";"ES";"Agonidae";"";"";"LC";"";"";"2023.1";"";"LC";"2015";"Liste rouge européenne des espèces menacées";"Poissons";
"40";"54378";"54378";"Leptidea duponcheli (Staudinger, 1871)";"(Staudinger, 1871)";"";"";"ES";"Pieridae";"";"";"LC";"";"";"2023.1";"";"LC";"2010";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"219835";"642095";"Leptidea reali Reissinger, 1989";"Reissinger, 1989";"";"";"ES";"Pieridae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2010";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"54376";"54376";"Leptidea sinapis (Linnaeus, 1758)";"(Linnaeus, 1758)";"";"";"ES";"Pieridae";"";"";"LC";"";"";"2023.1";"";"LC";"2010";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"5308";"5308";"Leptobarbula berica (De Not.) Schimp.";"(De Not.) Schimp., 1876";"";"";"ES";"Pottiaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"5782";"5782";"Leptobryum pyriforme (Hedw.) Wilson";"(Hedw.) Wilson, 1855";"";"";"ES";"Meesiaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"5444";"5444";"Leptodictyum riparium (Hedw.) Warnst.";"(Hedw.) Warnst., 1906";"";"";"ES";"Amblystegiaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"5120";"5120";"Leptodon smithii (Hedw.) F. Weber & D. Mohr";"(Hedw.) F.Weber & D.Mohr, 1803";"";"";"ES";"Neckeraceae";"";"";"LC";"";"";"2023.1";"";"LC";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"435838";"434207";"Leptophascum leptophyllum (Müll.Hal.) J.Guerra & M.J.Cano";"(Müll.Hal.) J.Guerra & M.J.Cano, 2000";"";"";"ES";"Pottiaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"65635";"65635";"Leptophyes boscii Fieber, 1853";"Fieber, 1853";"";"";"ES";"Tettigoniidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2016";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"65637";"65637";"Leptophyes laticauda (Frivaldsky, 1867)";"(Frivaldszky, 1867)";"";"";"ES";"Tettigoniidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2016";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"65636";"65636";"Leptophyes punctatissima (Bosc, 1792)";"(Bosc, 1792)";"";"";"ES";"Tettigoniidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2016";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"436607";"436607";"Leptoscyphus cuneifolius (Hook.) Mitt.";"(Hook.) Mitt., 1851";"";"";"ES";"Lophocoleaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"891127";"891127";"Leptostomias gladiator (Zugmayer, 1911)";"(Zugmayer, 1911)";"";"";"ES";"Stomiidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2015";"Liste rouge européenne des espèces menacées";"Poissons";
"40";"219795";"219795";"Leptotes pirithous (Linnaeus, 1767)";"(Linnaeus, 1767)";"";"";"ES";"Lycaenidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2010";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"12241";"12241";"Leptura aethiops Poda, 1761";"Poda, 1761";"";"";"ES";"Cerambycidae";"";"";"LC";"";"";"2023.1";"";"LC";"2017";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"223170";"223170";"Leptura annularis Fabricius, 1801";"Fabricius, 1801";"";"";"ES";"Cerambycidae";"";"";"LC";"";"";"2023.1";"";"LC";"2017";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"12242";"12242";"Leptura aurulenta Fabricius, 1792";"Fabricius, 1792";"";"";"ES";"Cerambycidae";"";"";"LC";"";"";"2023.1";"";"LC";"2017";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"12246";"12246";"Leptura quadrifasciata Linnaeus, 1758";"Linnaeus, 1758";"";"";"ES";"Cerambycidae";"";"";"LC";"";"";"2023.1";"";"LC";"2017";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"223171";"223171";"Lepturobosca virens (Linnaeus, 1758)";"(Linnaeus, 1758)";"";"";"ES";"Cerambycidae";"";"";"LC";"";"";"2023.1";"";"LC";"2017";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"61678";"61675";"Lepus capensis Linnaeus, 1758";"auct.";"";"";"ES";"Leporidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2007";"Liste rouge européenne des espèces menacées";"Mammifères";
"40";"61678";"61678";"Lepus europaeus Pallas, 1778";"Pallas, 1778";"";"";"ES";"Leporidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2007";"Liste rouge européenne des espèces menacées";"Mammifères";
"40";"61697";"61697";"Lepus granatensis Rosenhauer, 1856";"Rosenhauer, 1856";"";"";"ES";"Leporidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2019";"Liste rouge européenne des espèces menacées";"Mammifères";
"40";"61699";"61699";"Lepus timidus Linnaeus, 1758";"Linnaeus, 1758";"";"";"ES";"Leporidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2007";"Liste rouge européenne des espèces menacées";"Mammifères";
"40";"436150";"436150";"Lescuraea incurvata (Hedw.) E. Lawton";"(Hedw.) E.Lawton, 1957";"";"";"ES";"Pseudoleskeaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"5151";"5151";"Lescuraea mutabilis (Brid.) Lindb.";"(Brid.) Lindb. ex I.Hagen";"";"";"ES";"Pseudoleskeaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"436151";"436151";"Lescuraea patens Lindb.";"Lindb., 1888";"";"";"ES";"Pseudoleskeaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"436157";"436157";"Lescuraea plicata (Schleich. ex F. Weber & D. Mohr) Lindb.";"(Schleich. ex F.Weber & D.Mohr) Broth.";"";"";"ES";"Pseudoleskeaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"436152";"436152";"Lescuraea radicosa (Mitt.) Mönk.";"(Mitt.) Mönk., 1927";"";"";"ES";"Pseudoleskeaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"436153";"436153";"Lescuraea saviana (De Not.) E.Lawton";"(De Not.) E.Lawton, 1957";"";"";"ES";"Pseudoleskeaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"5153";"5153";"Lescuraea saxicola (Schimp.) Molendo";"(Schimp.) Molendo, 1864";"";"";"ES";"Pseudoleskeaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"5155";"5155";"Leskea polycarpa Hedw.";"Hedw., 1801";"";"";"ES";"Leskeaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"65199";"65199";"Lestes barbarus (Fabricius, 1798)";"(Fabricius, 1798)";"";"";"ES";"Lestidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2010";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"65214";"65214";"Lestes dryas Kirby, 1890";"Kirby, 1890";"";"";"ES";"Lestidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2010";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"65208";"65208";"Lestes sponsa (Hansemann, 1823)";"(Hansemann, 1823)";"";"";"ES";"Lestidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2010";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"65202";"65202";"Lestes virens (Charpentier, 1825)";"(Charpentier, 1825)";"";"";"ES";"Lestidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2010";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"68158";"68158";"Lestidiops jayakari (Boulenger, 1889)";"(Boulenger, 1889)";"";"";"ES";"Paralepididae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2015";"Liste rouge européenne des espèces menacées";"Poissons";
"40";"68159";"68159";"Lestidiops sphyrenoides (Risso, 1820)";"(Risso, 1820)";"";"";"ES";"Paralepididae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2015";"Liste rouge européenne des espèces menacées";"Poissons";
"40";"70264";"70264";"Lesueurigobius friesii (Malm, 1874)";"(Malm, 1874)";"";"";"ES";"Gobiidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2015";"Liste rouge européenne des espèces menacées";"Poissons";
"40";"70269";"70269";"Lesueurigobius suerii (Risso, 1810)";"(Risso, 1810)";"";"";"ES";"Gobiidae";"";"";"LC";"";"";"2023.1";"";"LC";"2015";"Liste rouge européenne des espèces menacées";"Poissons";
"40";"67286";"67286";"Leucaspius delineatus (Heckel, 1843)";"(Heckel, 1843)";"";"";"ES";"Leuciscidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2010";"Liste rouge européenne des espèces menacées";"Poissons";
"40";"200255";"200255";"Leuciscus aspius (Linnaeus, 1758)";"(Linnaeus, 1758)";"";"";"ES";"Leuciscidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2018";"Liste rouge européenne des espèces menacées";"Poissons";
"40";"347978";"347978";"Leuciscus bearnensis (Blanchard, 1866)";"(Blanchard, 1866)";"";"";"ES";"Leuciscidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2008";"Liste rouge européenne des espèces menacées";"Poissons";
"40";"67292";"67292";"Leuciscus burdigalensis Valenciennes, 1844";"Valenciennes in Cuvier & Valenciennes, 1844";"";"";"ES";"Leuciscidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2008";"Liste rouge européenne des espèces menacées";"Poissons";
"40";"67304";"67304";"Leuciscus idus (Linnaeus, 1758)";"(Linnaeus, 1758)";"";"";"ES";"Leuciscidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2010";"Liste rouge européenne des espèces menacées";"Poissons";
"40";"67295";"67295";"Leuciscus leuciscus (Linnaeus, 1758)";"(Linnaeus, 1758)";"";"";"ES";"Leuciscidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2011";"Liste rouge européenne des espèces menacées";"Poissons";
"40";"521596";"521596";"Leuciscus oxyrrhis (La Blanchère, 1873)";"(La Blanchère, 1873)";"";"";"ES";"Leuciscidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2008";"Liste rouge européenne des espèces menacées";"Poissons";
"40";"4770";"4770";"Leucobryum glaucum (Hedw.) Ångstr.";"(Hedw.) Ångstr., 1845";"";"";"ES";"Leucobryaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"4771";"4771";"Leucobryum juniperoideum (Brid.) Müll.Hal.";"(Brid.) Müll.Hal., 1844";"";"";"ES";"Leucobryaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"5104";"5104";"Leucodon sciuroides (Hedw.) Schwägr.";"(Hedw.) Schwägr., 1816";"";"";"ES";"Leucodontaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"105841";"105841";"Leucojum vernum L.";"L., 1753";"";"";"ES";"Amaryllidaceae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2014";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"162927";"162927";"Leucophytia bidentata (Montagu, 1808)";"(Montagu, 1808)";"";"";"ES";"Ellobiidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2017";"Liste rouge européenne des espèces menacées";"Escargots et autres mollusques";
"40";"66676";"66676";"Leucoraja naevus (Müller & Henle, 1841)";"(Müller & Henle, 1841)";"";"";"ES";"Rajidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2015";"Liste rouge européenne des espèces menacées";"Poissons";
"40";"65366";"65366";"Leucorrhinia albifrons (Burmeister, 1839)";"(Burmeister, 1839)";"";"";"ES";"Libellulidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2010";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"65361";"65361";"Leucorrhinia caudalis (Charpentier, 1840)";"(Charpentier, 1840)";"";"";"ES";"Libellulidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2010";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"65352";"65352";"Leucorrhinia dubia (Vander Linden, 1825)";"(Vander Linden, 1825)";"";"";"ES";"Libellulidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2010";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"65356";"65356";"Leucorrhinia pectoralis (Charpentier, 1825)";"(Charpentier, 1825)";"";"";"ES";"Libellulidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2010";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"65358";"65358";"Leucorrhinia rubicunda (Linnaeus, 1758)";"(Linnaeus, 1758)";"";"";"ES";"Libellulidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2010";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"163034";"163034";"Leucostigma candidescens (Rossmässler, 1835)";"(Rossmässler, 1835)";"";"";"ES";"Clausiliidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2017";"Liste rouge européenne des espèces menacées";"Escargots et autres mollusques";
"40";"217503";"217503";"Leucozona glaucia (Linnaeus, 1758)";"(Linnaeus, 1758)";"";"";"ES";"Syrphidae";"";"";"LC";"";"";"2023.1";"";"LC";"2021";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"217504";"217504";"Leucozona inopinata Doczkal, 2000";"Doczkal, 2000";"";"";"ES";"Syrphidae";"";"";"LC";"";"";"2023.1";"";"LC";"2021";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"217505";"217505";"Leucozona laternaria (Müller, 1776)";"(Müller, 1776)";"";"";"ES";"Syrphidae";"";"";"LC";"";"";"2023.1";"";"LC";"2021";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"23137";"23137";"Leucozona lucorum (Linnaeus, 1758)";"(Linnaeus, 1758)";"";"";"ES";"Syrphidae";"";"";"LC";"";"";"2023.1";"";"LC";"2021";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"839011";"839011";"Lewinskya acuminata (H.Philib.) F.Lara, Garilleti & Goffinet";"(H.Philib.) F.Lara, Garilleti & Goffinet, 2016";"";"";"ES";"Orthotrichaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"839012";"839012";"Lewinskya affinis (Schrad. ex Brid.) F.Lara, Garilleti & Goffinet";"(Schrad. ex Brid.) F.Lara, Garilleti & Goffinet, 2016";"";"";"ES";"Orthotrichaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"962159";"962159";"Lewinskya iberica (F.Lara & Mazimpaka) F.Lara, Garilleti & Goffinet";"(F.Lara & Mazimpaka) F.Lara, Garilleti & Goffinet, 2016";"";"";"ES";"Orthotrichaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"839014";"839014";"Lewinskya rupestris (Schleich. ex Schwägr.) F.Lara, Garilleti & Goffinet";"(Schleich. ex Schwägr.) F.Lara, Garilleti & Goffinet, 2016";"";"";"ES";"Orthotrichaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"839015";"839015";"Lewinskya shawii (Wilson) F.Lara, Garilleti & Goffinet";"(Wilson) F.Lara, Garilleti & Goffinet, 2016";"";"";"ES";"Orthotrichaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"839016";"839016";"Lewinskya speciosa (Nees) F.Lara, Garilleti & Goffinet";"(Nees) F.Lara, Garilleti & Goffinet, 2016";"";"";"ES";"Orthotrichaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"839017";"839017";"Lewinskya striata (Hedw.) F.Lara, Garilleti & Goffinet";"(Hedw.) F.Lara, Garilleti & Goffinet, 2016";"";"";"ES";"Orthotrichaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"65262";"65262";"Libellula depressa Linnaeus, 1758";"Linnaeus, 1758";"";"";"ES";"Libellulidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2010";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"65265";"65265";"Libellula fulva Müller, 1764";"O.F. Müller, 1764";"";"";"ES";"Libellulidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2010";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"65271";"65271";"Libellula quadrimaculata Linnaeus, 1758";"Linnaeus, 1758";"";"";"ES";"Libellulidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2010";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"53965";"53965";"Libythea celtis (Laicharting, 1782)";"(Laicharting, 1782)";"";"";"ES";"Nymphalidae";"";"";"LC";"";"";"2023.1";"";"LC";"2010";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"69477";"69477";"Lichia amia (Linnaeus, 1758)";"(Linnaeus, 1758)";"";"";"ES";"Carangidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2015";"Liste rouge européenne des espèces menacées";"Poissons";
"40";"105989";"105989";"Lilium martagon L.";"L., 1753";"";"";"ES";"Liliaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2014";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"105991";"105991";"Lilium pomponium L.";"L., 1753";"";"";"ES";"Liliaceae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2015";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"163192";"163192";"Limacus flavus (Linnaeus, 1758)";"(Linnaeus, 1758)";"";"";"ES";"Limacidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2017";"Liste rouge européenne des espèces menacées";"Escargots et autres mollusques";
"40";"70542";"70542";"Limanda limanda (Linnaeus, 1758)";"(Linnaeus, 1758)";"";"";"ES";"Pleuronectidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2014";"Liste rouge européenne des espèces menacées";"Poissons";
"40";"163178";"163178";"Limax albipes Dumont & Mortillet, 1853";"Dumont & Mortillet, 1853";"";"";"ES";"Limacidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2017";"Liste rouge européenne des espèces menacées";"Escargots et autres mollusques";
"40";"64208";"64208";"Limax cinereoniger Wolf, 1803";"Wolf, 1803";"";"";"ES";"Limacidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2017";"Liste rouge européenne des espèces menacées";"Escargots et autres mollusques";
"40";"163185";"163185";"Limax corsicus Moquin-Tandon, 1855";"Moquin-Tandon, 1855";"";"";"ES";"Limacidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2017";"Liste rouge européenne des espèces menacées";"Escargots et autres mollusques";
"40";"1039403";"1039403";"Limax dacampi Menegazzi, 1854";"Menegazzi, 1855";"";"";"ES";"Limacidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2017";"Liste rouge européenne des espèces menacées";"Escargots et autres mollusques";
"40";"163180";"163180";"Limax erythrus Bourguignat, 1864";"Bourguignat, 1864";"";"";"ES";"Limacidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2017";"Liste rouge européenne des espèces menacées";"Escargots et autres mollusques";
"40";"64213";"64213";"Limax maximus Linnaeus, 1758";"Linnaeus, 1758";"";"";"ES";"Limacidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2017";"Liste rouge européenne des espèces menacées";"Escargots et autres mollusques";
"40";"163186";"163186";"Limax wolterstorffi Simroth, 1900";"Simroth, 1900";"";"";"ES";"Limacidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2017";"Liste rouge européenne des espèces menacées";"Escargots et autres mollusques";
"40";"53770";"53770";"Limenitis camilla (Linnaeus, 1764)";"(Linnaeus, 1764)";"";"";"ES";"Nymphalidae";"";"";"LC";"";"";"2023.1";"";"LC";"2010";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"53765";"53765";"Limenitis populi (Linnaeus, 1758)";"(Linnaeus, 1758)";"";"";"ES";"Nymphalidae";"";"";"LC";"";"";"2023.1";"";"LC";"2010";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"53767";"53767";"Limenitis reducta Staudinger, 1901";"Staudinger, 1901";"";"";"ES";"Nymphalidae";"";"";"LC";"";"";"2023.1";"";"LC";"2010";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"106026";"106026";"Limodorum abortivum (L.) Sw.";"(L.) Sw., 1799";"";"";"ES";"Orchidaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"2568";"2568";"Limosa lapponica (Linnaeus, 1758)";"(Linnaeus, 1758)";"";"";"ES";"Scolopacidae";"";"";"LC";"";"";"2023.1";"NT";"LC";"2021";"Liste rouge européenne des espèces menacées";"Oiseaux";
"40";"106128";"106128";"Limosella aquatica L.";"L., 1753";"";"";"ES";"Scrophulariaceae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"889047";"889047";"Linaria cannabina (Linnaeus, 1758)";"(Linnaeus, 1758)";"";"";"ES";"Fringillidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2021";"Liste rouge européenne des espèces menacées";"Oiseaux";
"40";"889042";"889042";"Linaria flavirostris (Linnaeus, 1758)";"(Linnaeus, 1758)";"";"";"ES";"Fringillidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2021";"Liste rouge européenne des espèces menacées";"Oiseaux";
