ordre;CD_REF;CD_NOM;NOM_CITE;AUTEUR;NOMS_COMMUNS;POPULATION;RANG;FAMILLE;ENDEMISME;COMMENTAIRE;STATUT;CRITERES;TENDANCE;VERSION;STATUT_I;STATUT_EU;ANNEEEVAL;NOM_LISTE;GROUPE_GRAND_PUBLIC;
"40";"12282";"12282";"Anastrangalia dubia (Scopoli, 1763)";"(Scopoli, 1763)";"";"";"ES";"Cerambycidae";"";"";"LC";"";"";"2023.1";"";"LC";"2017";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"223169";"223169";"Anastrangalia reyi (Heyden, 1889)";"(Heyden, 1889)";"";"";"ES";"Cerambycidae";"";"";"LC";"";"";"2023.1";"";"LC";"2017";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"12280";"12280";"Anastrangalia sanguinolenta (Linnaeus, 1761)";"(Linnaeus, 1761)";"";"";"ES";"Cerambycidae";"";"";"LC";"";"";"2023.1";"";"LC";"2017";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"6305";"6305";"Anastrepta orcadensis (Hook.) Schiffn.";"(Hook.) Schiffn., 1893";"";"";"ES";"Anastrophyllaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"436581";"436581";"Anastrophyllum assimile (Mitt.) Stephani";"(Mitt.) Steph., 1893";"";"";"ES";"Anastrophyllaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"65467";"626161";"Anax ephippiger (Burmeister, 1839)";"(Burmeister, 1839)";"";"";"ES";"Aeshnidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2010";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"65473";"65473";"Anax imperator Leach, 1815";"Leach, 1815";"";"";"ES";"Aeshnidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2010";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"65477";"65477";"Anax parthenope (Selys, 1839)";"(Selys, 1839)";"";"";"ES";"Aeshnidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2010";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"64124";"64124";"Ancylus fluviatilis O.F. Müller, 1774";"O.F. Müller, 1774";"";"";"ES";"Planorbidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2011";"Liste rouge européenne des espèces menacées";"Escargots et autres mollusques";
"40";"6824";"6824";"Andreaea alpina Hedw.";"Hedw., 1801";"";"";"ES";"Andreaeaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"913632";"913632";"Andreaea hookeri Schimp.";"Schimp., 1855";"";"";"ES";"Andreaeaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"433966";"433966";"Andreaea mutabilis Hook.f. & Wilson";"Hook.f. & Wilson, 1844";"";"";"ES";"Andreaeaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"6833";"6833";"Andreaea rothii F.Weber & D.Mohr";"F.Weber & D.Mohr, 1807";"";"";"ES";"Andreaeaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"6834";"6834";"Andreaea rupestris Hedw.";"Hedw., 1801";"";"";"ES";"Andreaeaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"239299";"239299";"Andrena aeneiventris Morawitz, 1872";"Morawitz, 1872";"";"";"ES";"Andrenidae";"";"";"LC";"";"";"2023.1";"";"LC";"2014";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"239302";"239302";"Andrena albopunctata (Rossi, 1792)";"(Rossi, 1792)";"";"";"ES";"Andrenidae";"";"";"LC";"";"";"2023.1";"";"LC";"2014";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"239306";"239306";"Andrena anthrisci Blüthgen, 1925";"Blüthgen, 1925";"";"";"ES";"Andrenidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2014";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"239307";"239307";"Andrena antigana Pérez, 1895";"Pérez, 1895";"";"";"ES";"Andrenidae";"";"";"LC";"";"";"2023.1";"";"LC";"2014";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"239310";"239310";"Andrena asperrima Pérez, 1895";"Pérez, 1895";"";"";"ES";"Andrenidae";"";"";"LC";"";"";"2023.1";"";"LC";"2014";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"239314";"239314";"Andrena bicolor Fabricius, 1775";"Fabricius, 1775";"";"";"ES";"Andrenidae";"";"";"LC";"";"";"2023.1";"";"LC";"2014";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"239315";"239315";"Andrena bicolorata (Rossi, 1790)";"(Rossi, 1790)";"";"";"ES";"Andrenidae";"";"";"LC";"";"";"2023.1";"";"LC";"2014";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"239317";"239317";"Andrena binominata Smith, 1853";"Smith, 1853";"";"";"ES";"Andrenidae";"";"";"LC";"";"";"2023.1";"";"LC";"2014";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"239318";"239318";"Andrena bisulcata Morawitz, 1877";"Morawitz, 1877";"";"";"ES";"Andrenidae";"";"";"LC";"";"";"2023.1";"";"LC";"2013";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"239320";"239320";"Andrena brumanensis Friese, 1899";"Friese, 1899";"";"";"ES";"Andrenidae";"";"";"LC";"";"";"2023.1";"";"LC";"2014";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"53077";"53077";"Andrena cineraria (Linnaeus, 1758)";"(Linnaeus, 1758)";"";"";"ES";"Andrenidae";"";"";"LC";"";"";"2023.1";"";"LC";"2014";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"239328";"239328";"Andrena clypella Strand, 1921";"Strand, 1921";"";"";"ES";"Andrenidae";"";"";"LC";"";"";"2023.1";"";"LC";"2013";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"239332";"239332";"Andrena congruens Schmiedeknecht, 1884";"Schmiedeknecht, 1883";"";"";"ES";"Andrenidae";"";"";"LC";"";"";"2023.1";"";"LC";"2014";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"1031102";"1031102";"Andrena discors Erichson, 1841";"Erichson, 1841";"";"";"ES";"Andrenidae";"";"";"LC";"";"";"2023.1";"";"LC";"2015";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"239346";"239346";"Andrena ferrugineicrus Dours, 1872";"Dours, 1872";"";"";"ES";"Andrenidae";"";"";"LC";"";"";"2023.1";"";"LC";"2015";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"239347";"239347";"Andrena flavipes Panzer, 1799";"Panzer, 1799";"";"";"ES";"Andrenidae";"";"";"LC";"";"";"2023.1";"";"LC";"2014";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"239350";"239350";"Andrena florivaga Eversmann, 1852";"Eversmann, 1852";"";"";"ES";"Andrenidae";"";"";"LC";"";"";"2023.1";"";"LC";"2013";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"239359";"239359";"Andrena granulosa Pérez, 1902";"Pérez, 1902";"";"";"ES";"Andrenidae";"";"";"LC";"";"";"2023.1";"";"LC";"2015";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"239362";"239362";"Andrena haemorrhoa (Fabricius, 1781)";"(Fabricius, 1781)";"";"";"ES";"Andrenidae";"";"";"LC";"";"";"2023.1";"";"LC";"2014";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"239366";"239366";"Andrena hesperia Smith, 1853";"Smith, 1853";"";"";"ES";"Andrenidae";"";"";"LC";"";"";"2023.1";"";"LC";"2013";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"239390";"239367";"Andrena hispania Warncke, 1967";"Warncke, 1967";"";"";"ES";"Andrenidae";"";"";"LC";"";"";"2023.1";"";"LC";"2015";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"239371";"239371";"Andrena impunctata Pérez, 1895";"Pérez, 1895";"";"";"ES";"Andrenidae";"";"";"LC";"";"";"2023.1";"";"LC";"2013";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"239372";"239372";"Andrena intermedia Thomson, 1870";"Thomson, 1870";"";"";"ES";"Andrenidae";"";"";"LC";"";"";"2023.1";"";"LC";"2013";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"239376";"239376";"Andrena lagopus Latreille, 1809";"Latreille, 1809";"";"";"ES";"Andrenidae";"";"";"LC";"";"";"2023.1";"";"LC";"2015";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"239377";"239377";"Andrena lapponica Zetterstedt, 1838";"Zetterstedt, 1838";"";"";"ES";"Andrenidae";"";"";"LC";"";"";"2023.1";"";"LC";"2013";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"239381";"239381";"Andrena leucolippa Pérez, 1895";"Pérez, 1895";"";"";"ES";"Andrenidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2015";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"239384";"239384";"Andrena livens Pérez, 1895";"Pérez, 1895";"";"";"ES";"Andrenidae";"";"";"LC";"";"";"2023.1";"";"LC";"2015";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"239386";"239386";"Andrena miegiella Dours, 1873";"Dours, 1873";"";"";"ES";"Andrenidae";"";"";"LC";"";"";"2023.1";"";"LC";"2015";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"239392";"239392";"Andrena nana (Kirby, 1802)";"(Kirby, 1802)";"";"";"ES";"Andrenidae";"";"";"LC";"";"";"2023.1";"";"LC";"2013";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"815151";"815151";"Andrena nigroaenea (Kirby, 1802)";"(Kirby, 1802)";"";"";"ES";"Andrenidae";"";"";"LC";"";"";"2023.1";"";"LC";"2014";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"239396";"239396";"Andrena nigroolivacea Dours, 1873";"Dours, 1873";"";"";"ES";"Andrenidae";"";"";"LC";"";"";"2023.1";"";"LC";"2015";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"239399";"239399";"Andrena nitida (Müller, 1776)";"(Müller, 1776)";"";"";"ES";"Andrenidae";"";"";"LC";"";"";"2023.1";"";"LC";"2014";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"239401";"239401";"Andrena nitidiuscula Schenck, 1853";"Schenck, 1853";"";"";"ES";"Andrenidae";"";"";"LC";"";"";"2023.1";"";"LC";"2014";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"239404";"239404";"Andrena nuptialis Pérez, 1902";"Pérez, 1902";"";"";"ES";"Andrenidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2013";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"239406";"239406";"Andrena orbitalis Morawitz, 1871";"Morawitz, 1871";"";"";"ES";"Andrenidae";"";"";"LC";"";"";"2023.1";"";"LC";"2014";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"239409";"239409";"Andrena pandellei Pérez, 1895";"Pérez, 1895";"";"";"ES";"Andrenidae";"";"";"LC";"";"";"2023.1";"";"LC";"2015";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"239410";"239410";"Andrena panurgina De Stefani, 1889";"De Stefani, 1889";"";"";"ES";"Andrenidae";"";"";"LC";"";"";"2023.1";"";"LC";"2014";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"239411";"239411";"Andrena parviceps Kriechbaumer, 1873";"Kriechbaumer, 1873";"";"";"ES";"Andrenidae";"";"";"LC";"";"";"2023.1";"";"LC";"2013";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"239414";"239414";"Andrena pilipes Fabricius, 1781";"Fabricius, 1781";"";"";"ES";"Andrenidae";"";"";"LC";"";"";"2023.1";"";"LC";"2015";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"239415";"239415";"Andrena polita Smith, 1847";"Smith, 1847";"";"";"ES";"Andrenidae";"";"";"LC";"";"";"2023.1";"";"LC";"2015";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"239417";"239417";"Andrena praecox (Scopoli, 1763)";"(Scopoli, 1763)";"";"";"ES";"Andrenidae";"";"";"LC";"";"";"2023.1";"";"LC";"2015";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"239420";"239420";"Andrena ranunculi Schmiedeknecht, 1883";"Schmiedeknecht, 1884";"";"";"ES";"Andrenidae";"";"";"LC";"";"";"2023.1";"";"LC";"2014";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"239423";"239423";"Andrena rogenhoferi Morawitz, 1872";"Morawitz, 1872";"";"";"ES";"Andrenidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2014";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"239426";"239426";"Andrena ruficrus Nylander, 1848";"Nylander, 1848";"";"";"ES";"Andrenidae";"";"";"LC";"";"";"2023.1";"";"LC";"2013";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"239428";"239428";"Andrena rufula Schmiedeknecht, 1883";"Schmiedeknecht, 1883";"";"";"ES";"Andrenidae";"";"";"LC";"";"";"2023.1";"";"LC";"2015";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"239429";"239429";"Andrena rugothorace Warncke, 1965";"Warncke, 1965";"";"";"ES";"Andrenidae";"";"";"LC";"";"";"2023.1";"";"LC";"2014";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"239431";"239431";"Andrena sardoa Lepeletier, 1841";"Lepeletier, 1841";"";"";"ES";"Andrenidae";"";"";"LC";"";"";"2023.1";"";"LC";"2014";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"239436";"239436";"Andrena senecionis Pérez, 1895";"Pérez, 1895";"";"";"ES";"Andrenidae";"";"";"LC";"";"";"2023.1";"";"LC";"2014";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"239439";"239439";"Andrena simillima Smith, 1851";"Smith, 1851";"";"";"ES";"Andrenidae";"";"";"LC";"";"";"2023.1";"";"LC";"2013";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"239440";"239440";"Andrena simontornyella Noskiewicz, 1939";"Noskiewicz, 1939";"";"";"ES";"Andrenidae";"";"";"LC";"";"";"2023.1";"";"LC";"2014";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"239443";"239443";"Andrena stabiana Morice, 1899";"Morice, 1899";"";"";"ES";"Andrenidae";"";"";"LC";"";"";"2023.1";"";"LC";"2014";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"239444";"239444";"Andrena strohmella Illiger, 1806";"Stoeckhert, 1928";"";"";"ES";"Andrenidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2014";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"239445";"239445";"Andrena subopaca Nylander, 1848";"Nylander, 1848";"";"";"ES";"Andrenidae";"";"";"LC";"";"";"2023.1";"";"LC";"2015";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"239451";"239451";"Andrena tenuistriata Pérez, 1895";"Pérez, 1895";"";"";"ES";"Andrenidae";"";"";"LC";"";"";"2023.1";"";"LC";"2014";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"239454";"239454";"Andrena tibialis (Kirby, 1802)";"(Kirby, 1802)";"";"";"ES";"Andrenidae";"";"";"LC";"";"";"2023.1";"";"LC";"2015";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"239458";"239458";"Andrena vaga Panzer, 1799";"Panzer, 1799";"";"";"ES";"Andrenidae";"";"";"LC";"";"";"2023.1";"";"LC";"2015";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"239460";"239460";"Andrena varians (Kirby, 1802)";"(Kirby, 1802)";"";"";"ES";"Andrenidae";"";"";"LC";"";"";"2023.1";"";"LC";"2015";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"239463";"239463";"Andrena verticalis Pérez, 1895";"Pérez, 1895";"";"";"ES";"Andrenidae";"";"";"LC";"";"";"2023.1";"";"LC";"2014";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"239464";"239464";"Andrena vetula Lepeletier, 1841";"Lepeletier, 1841";"";"";"ES";"Andrenidae";"";"";"LC";"";"";"2023.1";"";"LC";"2014";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"239465";"239465";"Andrena villipes Pérez, 1895";"Pérez, 1895";"";"";"ES";"Andrenidae";"";"";"LC";"";"";"2023.1";"";"LC";"2014";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"82495";"82495";"Androsace cylindrica DC.";"DC., 1805";"";"";"ES";"Primulaceae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"82531";"82531";"Androsace pyrenaica Lam.";"Lam., 1792";"";"";"ES";"Primulaceae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"234852";"234852";"Anelastidius feisthameli (Graells, 1846)";"(Graells, 1847)";"";"";"ES";"Eucnemidae";"";"";"LC";"";"";"2023.1";"";"LC";"2010";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"6251";"6251";"Aneura pinguis (L.) Dumort.";"(L.) Dumort., 1822";"";"";"ES";"Aneuraceae";"";"";"LC";"";"";"2023.1";"";"LC";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"82705";"82705";"Angelica archangelica L.";"L., 1753";"";"";"ES";"Apiaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2014";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"82715";"82715";"Angelica heterocarpa M.J.Lloyd";"J.Lloyd, 1859";"";"";"ES";"Apiaceae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"77490";"77490";"Anguis fragilis Linnaeus, 1758";"Linnaeus, 1758";"";"";"ES";"Anguidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2021";"Liste rouge européenne des espèces menacées";"Amphibiens et reptiles";
"40";"223184";"223184";"Anisorus quercus Goeze, 1783";"(Götz, 1783)";"";"";"ES";"Cerambycidae";"";"";"LC";"";"";"2023.1";"";"LC";"2017";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"64091";"64091";"Anisus leucostoma (Millet, 1813)";"(Millet, 1813)";"";"";"ES";"Planorbidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2011";"Liste rouge européenne des espèces menacées";"Escargots et autres mollusques";
"40";"64090";"64090";"Anisus septemgyratus (Rossmässler, 1835)";"(Rossmässler, 1835)";"";"";"ES";"Planorbidae";"";"";"LC";"";"";"2023.1";"";"LC";"2011";"Liste rouge européenne des espèces menacées";"Escargots et autres mollusques";
"40";"64094";"64094";"Anisus spirorbis (Linnaeus, 1758)";"(Linnaeus, 1758)";"";"";"ES";"Planorbidae";"";"";"LC";"";"";"2023.1";"";"LC";"2011";"Liste rouge européenne des espèces menacées";"Escargots et autres mollusques";
"40";"64096";"64096";"Anisus vortex (Linnaeus, 1758)";"(Linnaeus, 1758)";"";"";"ES";"Planorbidae";"";"";"LC";"";"";"2023.1";"";"LC";"2011";"Liste rouge européenne des espèces menacées";"Escargots et autres mollusques";
"40";"64455";"64455";"Anodonta anatina (Linnaeus, 1758)";"(Linnaeus, 1758)";"";"";"ES";"Unionidae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2011";"Liste rouge européenne des espèces menacées";"Escargots et autres mollusques";
"40";"5314";"5314";"Anoectangium aestivum (Hedw.) Mitt.";"(Hedw.) Mitt., 1869";"";"";"ES";"Pottiaceae";"";"";"LC";"";"";"2023.1";"";"LC";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"40";"224070";"224070";"Anogcodes fulvicollis (Scopoli, 1763)";"(Scopoli, 1763)";"";"";"ES";"Oedemeridae";"";"";"LC";"";"";"2023.1";"LC";"LC";"2017";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"794791";"794791";"Anogcodes melanurus (Fabricius, 1787)";"(Fabricius, 1787)";"";"";"ES";"Oedemeridae";"";"";"LC";"";"";"2023.1";"";"LC";"2017";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"40";"224072";"224072";"Anogcodes ruficollis (Fabricius, 1781)";"(Fabricius, 1781)";"";"";"ES";"Oedemeridae";"";"";"LC";"";"";"2023.1";"";"LC";"2017";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
